년도,구,나이,지체,시각,청각,언어,지적,뇌병변,자폐성,정신,신장,심장,호흡기,간,안면,장루.요루,뇌전증
2019,강남구,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2019,강남구,2,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0
2019,강남구,3,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
2019,강남구,4,1,0,0,6,2,5,2,0,0,0,0,0,0,0,0
2019,강남구,5,0,0,0,3,11,10,11,0,1,0,0,0,0,0,0
2019,강남구,6,1,0,1,4,10,5,17,0,0,0,0,1,0,0,2
2019,강남구,7,1,1,3,7,12,9,19,0,1,0,0,0,0,0,0
2019,강남구,8,0,2,0,1,10,2,24,0,0,0,0,0,0,0,0
2019,강남구,9,1,1,1,2,17,5,30,0,0,0,0,0,0,0,0
2019,강남구,10,1,1,7,0,12,4,16,0,0,0,0,0,0,0,0
2019,강남구,11,2,1,2,0,9,6,35,0,0,0,0,0,0,0,0
2019,강남구,12,2,1,1,1,14,9,20,0,0,0,0,0,0,0,0
2019,강남구,13,2,2,1,0,19,6,13,0,0,0,0,0,0,0,0
2019,강남구,14,1,1,1,0,21,5,16,0,0,0,0,0,0,0,0
2019,강남구,15,8,1,3,0,21,3,17,0,0,0,1,1,0,0,0
2019,강남구,16,4,1,2,1,23,4,14,0,0,0,0,2,0,0,0
2019,강남구,17,5,1,4,1,21,1,19,0,0,0,0,0,0,0,0
2019,강남구,18,6,4,3,0,20,6,15,0,0,1,0,2,0,0,1
2019,강남구,19,3,4,4,0,26,4,18,0,1,1,0,1,0,0,0
2019,강남구,20,6,7,2,0,17,3,18,0,2,0,0,0,0,0,0
2019,강남구,21,6,3,3,0,28,3,34,0,1,0,0,0,0,0,0
2019,강남구,22,11,1,2,0,30,4,13,4,1,1,0,0,0,0,0
2019,강남구,23,8,2,4,0,27,4,19,1,0,0,0,0,0,0,0
2019,강남구,24,11,6,4,0,26,2,16,1,3,0,0,1,0,0,0
2019,강남구,25,9,4,3,0,26,3,23,2,2,0,0,0,1,0,0
2019,강남구,26,12,5,5,0,21,7,19,3,1,1,0,0,0,0,0
2019,강남구,27,15,7,3,0,27,7,21,2,0,0,0,0,0,0,2
2019,강남구,28,15,6,2,0,24,4,22,3,3,0,1,0,1,0,0
2019,강남구,29,25,11,2,0,17,8,23,3,2,0,0,0,0,0,0
2019,강남구,30,17,5,6,0,17,4,7,4,1,0,0,0,0,0,0
2019,강남구,31,25,9,7,0,20,6,11,5,2,0,0,0,0,0,2
2019,강남구,32,17,2,5,2,16,1,12,0,1,0,0,0,0,0,0
2019,강남구,33,19,14,6,1,17,6,11,5,3,0,0,0,0,0,0
2019,강남구,34,36,13,5,1,17,5,8,4,4,0,0,1,0,0,0
2019,강남구,35,34,9,3,1,18,4,2,6,6,0,0,0,0,0,0
2019,강남구,36,46,12,3,0,22,6,7,7,2,1,1,1,0,0,1
2019,강남구,37,56,11,7,0,18,6,4,6,2,0,0,0,1,0,0
2019,강남구,38,51,14,6,2,27,3,3,12,4,2,0,1,0,0,0
2019,강남구,39,45,13,5,1,15,8,0,16,6,0,0,0,0,0,0
2019,강남구,40,47,15,10,0,17,11,1,9,9,0,0,2,0,0,0
2019,강남구,41,47,23,4,0,11,10,1,9,9,0,0,2,0,0,0
2019,강남구,42,57,14,2,3,15,8,4,9,6,0,1,0,0,1,0
2019,강남구,43,63,20,1,1,17,5,1,17,8,0,1,1,0,0,0
2019,강남구,44,56,11,6,1,12,7,0,12,6,0,0,0,1,1,1
2019,강남구,45,65,19,8,2,13,15,1,17,5,0,1,1,0,1,2
2019,강남구,46,61,17,5,1,21,10,1,24,10,0,1,2,1,1,0
2019,강남구,47,73,24,11,0,13,9,0,19,11,0,1,1,0,0,1
2019,강남구,48,72,19,10,3,19,16,1,31,13,0,0,1,0,0,2
2019,강남구,49,100,22,6,2,9,12,0,23,14,1,2,3,0,2,1
2019,강남구,50,89,33,6,2,7,15,1,36,17,2,0,3,0,3,1
2019,강남구,51,104,29,12,0,13,15,0,31,13,0,1,0,0,0,2
2019,강남구,52,109,22,14,2,5,14,0,28,7,0,0,2,1,0,1
2019,강남구,53,112,24,10,0,7,19,1,7,17,1,2,5,0,1,1
2019,강남구,54,111,24,13,1,10,23,0,25,16,1,2,3,0,0,1
2019,강남구,55,118,23,8,1,10,26,0,26,13,1,1,4,0,1,0
2019,강남구,56,127,27,23,0,12,22,1,32,13,1,1,4,1,2,4
2019,강남구,57,157,28,23,1,8,15,0,27,27,1,1,4,0,1,4
2019,강남구,58,158,18,24,3,11,23,0,30,22,0,1,6,0,2,1
2019,강남구,59,155,34,16,2,14,40,0,38,20,0,2,5,2,2,2
2019,강남구,60,139,30,23,3,10,34,0,38,29,1,2,5,0,1,4
2019,강남구,61,163,37,22,4,13,40,0,28,25,2,2,5,0,0,4
2019,강남구,62,161,41,29,3,12,40,0,34,29,0,2,4,1,2,2
2019,강남구,63,157,39,26,2,15,44,0,26,30,2,3,5,4,2,1
2019,강남구,64,188,41,41,7,8,47,0,31,26,1,4,5,0,0,3
2019,강남구,65,167,36,35,6,6,39,0,19,35,3,4,6,0,1,2
2019,강남구,66,156,32,26,0,4,47,0,28,31,0,5,3,0,3,3
2019,강남구,67,172,34,42,5,5,53,0,17,19,1,5,8,0,1,3
2019,강남구,68,147,31,24,1,5,34,0,6,22,2,2,2,0,2,2
2019,강남구,69,152,30,25,2,1,46,0,11,20,2,4,4,0,2,0
2019,강남구,70,149,36,39,4,4,50,0,7,23,3,6,4,1,4,1
2019,강남구,71,188,46,50,3,0,60,0,10,22,0,5,3,1,7,0
2019,강남구,72,165,39,47,3,4,53,0,16,17,1,6,7,0,2,0
2019,강남구,73,171,45,51,2,1,48,0,8,22,3,4,4,1,4,0
2019,강남구,74,146,36,53,1,2,56,0,7,20,1,4,3,0,3,0
2019,강남구,75,125,40,70,4,3,45,0,5,14,1,5,5,0,1,0
2019,강남구,76,124,39,79,3,0,50,0,5,13,0,4,1,0,4,0
2019,강남구,77,144,46,65,4,1,67,0,3,22,5,5,0,0,3,0
2019,강남구,78,141,31,61,3,1,64,0,1,15,1,6,1,1,3,0
2019,강남구,79,109,29,50,2,2,51,0,0,15,2,3,1,0,3,0
2019,강남구,80,107,28,58,0,5,32,0,2,11,2,3,0,0,1,0
2019,강남구,81,111,25,62,2,1,38,0,1,10,0,2,0,1,3,0
2019,강남구,82,79,20,51,0,0,41,0,5,5,0,2,1,0,2,0
2019,강남구,83,79,20,54,0,0,34,0,0,9,1,0,0,1,2,0
2019,강남구,84,78,20,68,1,0,25,0,0,6,0,0,0,0,1,0
2019,강남구,85,72,11,61,0,1,25,0,0,9,0,1,0,0,0,0
2019,강남구,86,58,14,49,0,0,27,0,0,8,0,0,0,0,1,0
2019,강남구,87,55,20,50,0,1,28,0,1,3,0,1,0,0,1,0
2019,강남구,88,52,10,42,0,0,15,0,1,2,1,0,1,0,1,0
2019,강남구,89,37,10,48,1,1,18,0,0,3,0,0,0,0,0,0
2019,강남구,90,34,13,32,2,0,11,0,0,2,0,0,0,0,3,0
2019,강남구,91,26,8,26,0,0,12,0,0,0,0,0,0,0,0,0
2019,강남구,92,20,5,27,0,0,8,0,1,0,0,0,0,0,1,0
2019,강남구,93,10,5,15,0,0,6,0,0,1,1,0,0,0,0,0
2019,강남구,94,14,5,16,0,0,6,0,0,0,0,1,0,0,0,0
2019,강남구,95,6,2,13,0,0,1,0,0,2,1,0,0,0,0,0
2019,강남구,96,5,3,11,0,0,1,0,0,0,0,0,0,0,0,0
2019,강남구,97,3,2,8,0,0,2,0,0,1,0,0,0,0,0,0
2019,강남구,98,5,1,4,0,0,1,0,0,0,0,0,0,0,1,0
2019,강남구,99,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강남구,100,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,강남구,101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강남구,102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강남구,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강남구,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,강동구,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2019,강동구,2,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0
2019,강동구,3,0,0,2,3,1,9,2,0,0,0,0,0,0,0,0
2019,강동구,4,1,2,1,2,7,4,5,0,0,0,0,0,0,0,0
2019,강동구,5,0,1,3,6,5,10,11,0,0,0,0,0,0,0,0
2019,강동구,6,3,0,1,7,14,9,13,0,0,0,0,0,0,0,0
2019,강동구,7,0,0,0,4,19,7,12,0,0,0,0,0,0,0,0
2019,강동구,8,1,3,2,4,20,6,28,0,0,0,0,0,0,0,0
2019,강동구,9,0,1,3,0,24,10,12,0,0,0,0,0,0,1,0
2019,강동구,10,2,0,3,1,24,2,9,0,0,0,0,1,0,0,0
2019,강동구,11,0,0,1,0,29,3,12,0,0,0,0,0,0,0,0
2019,강동구,12,4,0,3,1,21,13,9,0,0,0,0,0,0,0,0
2019,강동구,13,4,0,4,0,28,5,11,0,0,0,0,0,0,0,1
2019,강동구,14,4,0,4,1,21,7,9,0,0,0,0,0,0,0,0
2019,강동구,15,3,3,3,0,21,9,11,0,0,2,0,0,0,0,0
2019,강동구,16,2,1,3,2,23,9,13,0,0,3,0,0,0,0,0
2019,강동구,17,3,4,4,2,24,5,12,0,0,0,0,0,0,0,0
2019,강동구,18,4,0,4,0,25,12,11,0,0,0,0,0,0,0,0
2019,강동구,19,7,3,4,0,39,5,8,0,0,0,0,0,0,0,0
2019,강동구,20,9,7,3,0,33,11,17,0,0,1,0,0,0,0,0
2019,강동구,21,11,3,4,1,34,9,23,0,1,1,0,0,0,0,0
2019,강동구,22,8,3,7,0,46,9,17,1,1,2,0,0,0,0,0
2019,강동구,23,10,3,6,0,39,15,14,1,0,0,0,1,0,0,0
2019,강동구,24,13,4,2,0,38,3,13,2,2,0,0,0,0,0,0
2019,강동구,25,16,1,10,0,37,4,15,2,0,0,0,0,0,0,0
2019,강동구,26,15,8,4,0,32,4,21,3,1,0,0,0,0,0,0
2019,강동구,27,10,6,1,1,40,6,11,4,1,0,0,1,0,0,0
2019,강동구,28,17,12,7,1,36,9,3,5,1,0,0,0,1,0,0
2019,강동구,29,17,11,5,1,29,7,6,1,2,0,0,0,0,0,0
2019,강동구,30,12,5,5,0,27,10,13,6,3,0,0,0,0,0,1
2019,강동구,31,19,9,1,1,33,10,14,4,2,1,1,0,0,1,0
2019,강동구,32,22,4,6,1,11,9,6,4,0,0,0,1,1,0,0
2019,강동구,33,21,12,3,2,22,8,7,11,4,0,0,0,0,0,1
2019,강동구,34,28,5,3,0,21,7,5,3,2,1,0,0,0,0,1
2019,강동구,35,34,9,12,2,15,12,2,5,5,1,0,2,1,1,0
2019,강동구,36,38,7,4,1,25,11,2,12,3,0,0,1,1,0,1
2019,강동구,37,45,13,8,1,24,11,5,9,8,0,0,0,0,1,1
2019,강동구,38,37,9,7,2,29,12,2,14,5,1,0,0,0,2,2
2019,강동구,39,51,14,4,3,23,8,3,15,1,0,0,1,2,0,2
2019,강동구,40,62,23,6,1,19,10,4,8,2,0,0,1,0,1,2
2019,강동구,41,56,17,9,2,19,8,1,13,8,0,1,0,1,0,5
2019,강동구,42,57,25,9,3,20,11,1,9,5,1,1,1,1,0,1
2019,강동구,43,72,15,3,1,19,17,1,20,6,0,0,0,1,1,0
2019,강동구,44,62,15,6,2,12,10,1,18,6,0,0,1,0,2,1
2019,강동구,45,86,24,3,2,12,11,0,16,5,0,0,1,1,0,2
2019,강동구,46,84,36,13,3,16,12,0,11,15,0,0,3,0,0,2
2019,강동구,47,93,28,10,1,25,12,0,18,16,0,0,3,1,0,1
2019,강동구,48,87,28,5,4,9,11,2,20,17,0,3,3,0,2,1
2019,강동구,49,103,25,15,1,18,19,0,16,18,1,0,1,0,1,0
2019,강동구,50,123,31,19,4,10,16,2,24,15,0,1,2,0,1,2
2019,강동구,51,101,28,9,1,17,16,0,22,15,0,0,1,0,0,2
2019,강동구,52,132,32,15,2,18,24,1,25,16,1,0,3,1,4,2
2019,강동구,53,160,39,18,1,15,20,0,21,17,2,0,2,0,1,0
2019,강동구,54,132,30,23,3,12,30,0,24,20,0,0,4,0,0,2
2019,강동구,55,157,38,20,0,14,26,0,15,19,0,1,0,0,3,0
2019,강동구,56,192,33,26,1,20,28,0,20,17,0,2,4,1,1,0
2019,강동구,57,202,43,30,4,20,33,0,18,21,0,3,6,0,3,4
2019,강동구,58,198,37,29,3,14,40,1,16,20,1,2,4,0,2,4
2019,강동구,59,271,52,30,4,11,41,0,20,23,2,2,9,0,4,2
2019,강동구,60,235,45,32,2,6,47,0,13,25,1,5,8,2,4,2
2019,강동구,61,214,45,37,6,6,32,0,17,24,0,2,7,0,3,1
2019,강동구,62,251,31,35,1,11,53,0,17,24,0,1,5,1,3,2
2019,강동구,63,243,38,31,4,9,39,0,15,21,1,2,7,0,2,2
2019,강동구,64,247,50,33,5,7,47,0,8,28,1,6,2,0,3,0
2019,강동구,65,223,42,36,6,3,45,0,9,29,4,4,6,0,3,0
2019,강동구,66,205,38,39,1,8,45,0,8,20,2,2,6,0,1,1
2019,강동구,67,224,42,45,3,2,62,0,12,25,1,1,5,0,1,2
2019,강동구,68,177,29,37,11,3,43,0,3,13,0,6,2,1,0,0
2019,강동구,69,207,33,43,4,4,46,0,6,25,0,4,3,0,3,1
2019,강동구,70,189,51,59,4,2,55,0,4,29,0,2,3,0,1,1
2019,강동구,71,248,51,70,5,1,69,0,5,17,1,4,2,1,3,0
2019,강동구,72,197,41,69,8,2,62,0,3,17,3,5,0,0,2,0
2019,강동구,73,195,51,65,3,5,50,0,1,25,0,3,3,0,1,0
2019,강동구,74,161,46,92,0,1,45,0,2,19,2,2,1,0,3,1
2019,강동구,75,196,40,54,1,2,64,0,2,13,0,4,1,0,3,0
2019,강동구,76,179,40,53,3,1,46,0,3,11,0,2,1,0,12,0
2019,강동구,77,206,50,96,3,2,72,0,1,17,1,5,0,0,3,0
2019,강동구,78,142,42,76,2,0,41,0,0,19,1,3,0,0,2,0
2019,강동구,79,148,34,53,0,1,34,0,2,2,2,3,1,0,2,1
2019,강동구,80,149,31,74,2,0,30,0,1,14,0,3,0,0,2,0
2019,강동구,81,109,23,84,2,0,39,0,1,8,1,1,0,0,3,0
2019,강동구,82,122,19,59,1,2,47,0,2,7,0,0,0,0,2,0
2019,강동구,83,94,17,77,5,0,27,0,1,4,0,1,0,0,2,0
2019,강동구,84,101,25,64,2,0,28,0,0,4,2,0,0,0,2,0
2019,강동구,85,73,19,61,4,2,21,0,1,4,0,2,0,1,0,0
2019,강동구,86,53,15,61,1,1,12,0,0,3,0,0,0,0,2,0
2019,강동구,87,44,15,41,0,0,15,0,0,2,0,0,0,0,1,0
2019,강동구,88,28,9,44,1,0,9,0,0,1,0,0,0,0,2,0
2019,강동구,89,30,8,36,0,0,9,0,0,1,0,0,0,0,1,0
2019,강동구,90,31,10,41,0,0,9,0,0,1,0,0,0,0,0,0
2019,강동구,91,23,8,24,1,0,5,0,0,1,0,0,0,0,0,0
2019,강동구,92,23,4,26,0,0,2,0,0,0,0,0,0,0,2,0
2019,강동구,93,7,2,19,0,0,0,0,0,1,0,0,0,0,0,0
2019,강동구,94,6,2,12,0,0,1,0,0,1,0,0,0,0,1,0
2019,강동구,95,7,4,7,0,0,3,0,0,1,0,0,0,0,0,0
2019,강동구,96,3,1,5,0,0,2,0,1,0,0,0,0,0,0,0
2019,강동구,97,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0
2019,강동구,98,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2019,강동구,99,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0
2019,강동구,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강동구,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,강동구,102,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2019,강동구,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,강동구,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,102,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,98,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
2019,강북구,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,96,2,2,4,0,0,2,0,0,1,0,0,0,0,0,0
2019,강북구,95,7,1,10,0,0,1,0,0,0,0,0,0,0,0,0
2019,강북구,94,6,2,7,0,0,0,0,0,0,0,0,0,0,1,0
2019,강북구,93,6,2,18,0,0,0,0,0,0,0,0,0,0,0,0
2019,강북구,92,5,4,16,0,0,5,0,0,0,0,0,0,0,1,0
2019,강북구,91,20,3,28,0,0,7,0,0,0,0,0,0,0,0,0
2019,강북구,90,26,5,35,0,0,4,0,0,2,0,0,0,0,1,0
2019,강북구,89,28,5,40,1,0,4,0,0,1,0,0,0,0,0,0
2019,강북구,88,30,12,45,0,0,11,0,0,2,1,0,0,0,1,0
2019,강북구,87,44,13,48,0,0,11,0,0,4,0,0,0,0,0,0
2019,강북구,86,54,14,50,1,1,12,0,0,2,0,0,0,0,2,0
2019,강북구,85,72,22,61,2,0,15,0,0,4,0,1,0,0,0,0
2019,강북구,84,108,22,69,1,1,27,0,0,6,0,1,0,0,2,0
2019,강북구,83,105,29,81,1,1,38,0,0,6,1,0,0,0,3,0
2019,강북구,82,139,36,89,3,1,26,0,1,11,0,1,0,0,6,0
2019,강북구,81,155,39,79,0,1,32,0,1,7,1,0,0,0,7,0
2019,강북구,80,182,44,84,0,0,42,0,1,16,0,0,0,0,3,0
2019,강북구,79,182,37,83,1,1,41,0,1,10,0,2,0,0,6,0
2019,강북구,78,204,60,92,6,0,61,0,1,15,0,3,1,0,7,0
2019,강북구,77,283,74,140,6,2,65,0,2,11,4,3,2,0,4,0
2019,강북구,76,206,55,89,3,2,57,0,3,16,2,8,0,1,6,0
2019,강북구,75,213,39,86,0,2,56,0,5,10,1,4,5,0,7,0
2019,강북구,74,198,48,77,4,2,50,0,4,16,1,0,1,0,2,0
2019,강북구,73,232,54,64,2,2,34,0,6,18,0,6,0,0,7,0
2019,강북구,72,264,58,69,2,4,50,0,4,19,1,7,0,1,2,1
2019,강북구,71,229,41,75,1,4,55,0,6,23,0,7,3,0,6,0
2019,강북구,70,222,61,75,7,3,62,0,10,13,1,2,1,1,2,0
2019,강북구,69,221,35,56,4,3,34,0,11,13,3,5,6,0,5,0
2019,강북구,68,189,57,33,5,5,47,0,7,13,2,3,0,0,3,0
2019,강북구,67,233,54,50,3,1,53,0,10,9,1,1,4,0,5,1
2019,강북구,66,178,39,48,4,4,44,0,9,12,0,2,4,1,4,0
2019,강북구,65,213,41,38,5,5,38,0,15,19,1,4,1,0,2,0
2019,강북구,64,252,39,58,4,9,47,0,10,21,0,2,4,1,5,2
2019,강북구,63,228,38,35,4,6,43,0,15,16,0,1,4,0,2,1
2019,강북구,62,204,35,37,3,6,52,1,24,21,2,5,2,0,2,3
2019,강북구,61,205,43,33,5,8,40,0,20,18,2,2,3,0,0,2
2019,강북구,60,211,38,42,3,7,47,0,19,24,0,1,3,0,2,1
2019,강북구,59,223,58,40,5,16,41,0,21,28,1,4,3,0,3,1
2019,강북구,58,193,46,33,4,10,39,0,21,21,0,2,3,1,2,1
2019,강북구,57,177,47,31,3,10,32,0,20,21,1,2,4,0,3,0
2019,강북구,56,143,28,25,4,11,18,0,23,19,2,1,4,0,3,3
2019,강북구,55,149,28,20,1,17,23,0,36,14,0,4,4,1,1,2
2019,강북구,54,126,32,25,2,12,28,0,29,19,0,4,3,1,2,0
2019,강북구,53,145,36,16,3,7,24,0,30,18,0,0,4,0,3,3
2019,강북구,52,159,23,18,2,18,20,0,24,13,0,1,1,0,1,0
2019,강북구,51,116,31,15,1,18,18,0,26,19,0,2,3,0,1,1
2019,강북구,50,93,36,8,1,13,15,0,24,13,1,2,2,0,3,4
2019,강북구,49,109,24,11,1,22,18,0,31,13,1,1,2,0,2,1
2019,강북구,48,109,22,4,3,25,19,0,28,9,0,0,1,0,1,2
2019,강북구,47,79,23,12,1,22,16,0,17,13,2,0,0,0,0,4
2019,강북구,46,71,25,13,2,22,15,0,28,9,0,0,0,0,0,4
2019,강북구,45,69,16,4,1,19,8,0,17,10,0,0,0,1,0,0
2019,강북구,44,65,19,5,1,15,10,0,21,5,1,0,1,1,0,2
2019,강북구,43,42,13,7,1,18,9,0,16,7,0,0,3,0,1,1
2019,강북구,42,41,19,10,0,15,8,0,18,7,0,1,1,0,0,0
2019,강북구,41,30,14,12,0,14,8,0,15,9,0,0,1,0,0,1
2019,강북구,40,41,14,8,3,28,10,0,11,3,0,0,1,0,0,0
2019,강북구,39,35,11,7,1,17,6,0,11,4,0,1,0,0,0,0
2019,강북구,38,42,18,5,0,21,13,0,12,6,0,0,1,0,2,0
2019,강북구,37,31,16,12,1,25,2,0,15,4,0,1,0,0,0,0
2019,강북구,36,26,13,6,1,22,7,2,7,6,0,0,0,0,0,1
2019,강북구,35,18,8,6,0,16,6,0,5,4,0,0,1,0,0,0
2019,강북구,34,20,4,4,0,21,4,1,4,1,0,0,0,0,0,1
2019,강북구,33,22,12,9,0,20,2,0,5,4,1,0,0,0,0,0
2019,강북구,32,12,6,4,0,30,4,3,4,4,0,1,0,0,0,2
2019,강북구,31,16,9,5,0,26,3,0,1,7,0,0,0,0,0,0
2019,강북구,30,14,9,7,0,23,5,3,6,3,0,0,0,0,0,1
2019,강북구,29,19,3,5,0,30,3,2,1,3,0,1,0,0,0,1
2019,강북구,28,9,7,4,0,22,8,4,4,2,0,0,0,0,0,0
2019,강북구,27,9,7,5,0,32,4,4,5,2,0,0,0,0,0,1
2019,강북구,26,9,10,12,0,32,3,6,5,0,1,0,0,0,0,1
2019,강북구,25,6,12,3,1,34,2,5,1,1,0,0,0,0,0,0
2019,강북구,24,4,6,7,0,36,4,10,2,0,1,0,0,0,0,0
2019,강북구,23,8,4,12,0,36,5,3,0,1,0,1,0,0,0,3
2019,강북구,22,5,3,6,0,26,9,8,0,0,0,0,1,0,0,0
2019,강북구,21,7,7,5,0,39,3,7,1,0,0,0,0,0,0,0
2019,강북구,20,2,8,9,0,21,5,12,0,0,1,0,0,0,0,0
2019,강북구,19,2,8,10,0,38,6,7,1,1,0,0,0,0,0,0
2019,강북구,18,0,9,2,0,26,2,6,0,0,0,0,0,0,0,0
2019,강북구,17,1,3,2,0,21,10,4,0,0,0,0,0,0,0,0
2019,강북구,16,0,6,5,2,15,8,4,0,0,0,0,0,0,0,0
2019,강북구,15,3,3,0,1,22,1,5,0,0,0,0,1,0,0,0
2019,강북구,14,1,2,7,0,12,5,2,0,0,0,0,0,0,0,0
2019,강북구,13,2,7,3,0,15,4,1,0,0,0,0,0,0,0,0
2019,강북구,12,2,2,1,2,14,0,11,0,0,0,0,1,0,0,0
2019,강북구,11,0,1,3,0,18,4,4,0,0,0,0,0,0,0,0
2019,강북구,10,1,2,2,0,10,2,7,0,0,0,0,0,0,0,0
2019,강북구,9,1,1,2,2,9,3,9,0,0,0,0,0,0,0,0
2019,강북구,8,2,4,3,2,11,5,5,0,0,0,0,1,0,0,0
2019,강북구,7,0,2,2,3,9,2,6,0,0,0,0,0,0,0,0
2019,강북구,6,0,3,3,3,8,4,5,0,0,0,0,1,0,0,0
2019,강북구,5,1,3,3,0,5,1,1,0,0,0,0,0,0,0,0
2019,강북구,4,1,7,1,2,5,4,0,0,0,0,0,0,0,0,0
2019,강북구,3,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0
2019,강북구,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
2019,강북구,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2019,강서구,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2019,강서구,2,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0
2019,강서구,3,0,0,2,4,3,11,0,0,0,0,0,1,0,0,0
2019,강서구,4,1,1,2,4,5,12,6,0,0,0,0,0,0,0,0
2019,강서구,5,0,0,1,2,10,11,8,0,0,0,0,0,0,0,0
2019,강서구,6,0,2,2,7,16,3,15,0,0,0,0,0,0,0,0
2019,강서구,7,1,1,1,6,20,8,23,0,0,0,0,0,0,0,0
2019,강서구,8,3,4,3,0,21,5,14,0,0,0,0,0,0,0,0
2019,강서구,9,2,1,4,2,24,6,11,0,0,0,0,1,0,0,0
2019,강서구,10,0,0,3,1,15,5,16,0,0,0,0,1,0,0,0
2019,강서구,11,4,0,1,0,24,9,7,0,0,0,0,0,0,0,0
2019,강서구,12,3,0,2,0,16,8,8,0,0,0,0,0,0,0,0
2019,강서구,13,2,0,2,0,22,2,7,0,1,1,0,1,0,0,1
2019,강서구,14,6,1,2,1,24,6,5,0,0,0,0,2,0,0,0
2019,강서구,15,5,0,3,1,24,0,9,0,0,0,0,0,0,1,0
2019,강서구,16,7,4,5,0,25,5,10,0,0,0,0,0,1,0,0
2019,강서구,17,2,3,4,0,35,6,9,0,0,1,0,0,0,0,0
2019,강서구,18,3,4,0,1,34,3,6,1,0,0,0,0,0,0,0
2019,강서구,19,11,6,0,1,38,6,13,0,2,0,0,0,0,0,2
2019,강서구,20,3,6,1,1,35,7,17,1,0,0,0,0,0,0,1
2019,강서구,21,12,8,2,1,48,13,16,0,1,0,0,1,0,0,0
2019,강서구,22,11,5,2,1,40,10,11,2,0,0,0,0,0,0,1
2019,강서구,23,8,4,4,0,50,9,10,1,2,1,0,0,0,0,0
2019,강서구,24,15,3,6,0,50,7,15,2,4,0,0,0,1,0,1
2019,강서구,25,13,8,6,0,56,12,12,7,1,1,0,0,0,0,0
2019,강서구,26,26,12,10,1,52,5,9,7,0,0,0,0,0,0,1
2019,강서구,27,20,14,8,1,54,5,11,7,6,1,0,0,0,0,1
2019,강서구,28,31,14,4,1,43,13,15,6,3,4,0,0,0,0,0
2019,강서구,29,26,17,5,0,51,5,11,6,3,1,0,1,0,0,0
2019,강서구,30,35,10,10,0,50,5,11,11,2,0,0,1,0,0,1
2019,강서구,31,35,14,5,1,46,12,8,7,2,0,0,0,0,0,0
2019,강서구,32,40,11,5,2,41,7,9,5,5,0,0,1,0,0,0
2019,강서구,33,29,13,8,2,39,11,6,4,5,2,0,2,0,0,2
2019,강서구,34,39,10,12,0,40,6,4,12,6,2,0,1,1,0,2
2019,강서구,35,52,11,5,0,32,10,5,10,10,0,0,0,1,0,0
2019,강서구,36,59,15,10,1,42,15,4,10,11,0,0,0,2,0,3
2019,강서구,37,62,19,9,2,46,13,3,20,16,0,0,1,2,0,2
2019,강서구,38,77,21,6,3,52,18,1,13,11,0,0,0,0,1,1
2019,강서구,39,89,26,12,1,43,13,2,21,14,1,0,2,0,1,3
2019,강서구,40,81,22,15,3,31,25,1,20,12,1,1,1,1,1,1
2019,강서구,41,80,29,12,2,27,10,1,30,10,0,1,1,0,0,3
2019,강서구,42,100,22,5,4,40,24,1,29,11,0,2,1,0,0,2
2019,강서구,43,100,26,10,2,26,21,1,18,11,1,0,4,0,0,4
2019,강서구,44,98,29,19,3,27,14,2,23,11,0,1,1,0,0,1
2019,강서구,45,116,33,10,1,33,22,2,35,16,0,1,2,1,1,2
