년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면
2019,서초구,29,10,1,5,2,9,0,1,8,0,0,1,0,1,0,0
2019,서초구,30,14,4,8,2,16,2,2,5,0,0,0,0,0,0,0
2019,서초구,31,18,3,4,3,14,3,0,5,0,1,0,0,2,0,0
2019,서초구,32,17,1,5,3,9,0,3,4,0,0,0,0,1,0,0
2019,서초구,33,13,3,7,2,17,6,1,4,0,0,0,0,0,0,0
2019,서초구,34,24,5,7,3,16,7,1,2,0,0,0,0,1,0,0
2019,서초구,35,19,3,8,8,10,6,1,1,1,1,0,0,1,1,0
2019,서초구,36,22,6,8,9,20,5,2,1,1,0,0,1,1,0,0
2019,서초구,37,38,7,9,4,17,2,4,2,1,0,0,0,0,1,0
2019,서초구,38,36,9,10,4,6,13,3,2,0,0,0,1,2,1,0
2019,서초구,39,43,5,13,6,8,7,2,2,1,1,1,1,0,0,0
2019,서초구,40,34,7,8,7,9,1,8,0,3,0,0,0,0,0,0
2019,서초구,41,39,3,9,5,11,4,9,0,1,0,0,0,0,0,0
2019,서초구,42,48,9,14,7,11,4,8,1,0,1,0,0,0,0,0
2019,서초구,43,30,3,13,3,11,13,3,2,0,2,0,0,2,0,0
2019,서초구,44,46,5,10,4,5,5,5,0,2,0,0,0,1,0,0
2019,서초구,45,41,8,14,9,13,13,5,1,1,0,0,0,0,0,0
2019,서초구,46,43,11,21,7,16,11,9,0,0,0,0,0,0,0,0
2019,서초구,47,66,9,11,6,5,17,10,0,1,0,0,3,1,0,0
2019,서초구,48,51,8,21,7,11,9,10,0,0,0,1,2,2,0,0
2019,서초구,49,67,4,20,12,8,14,12,0,1,2,1,2,0,0,0
2019,서초구,50,60,5,24,8,8,17,6,0,2,0,0,0,0,1,0
2019,서초구,51,88,6,22,8,7,10,5,0,2,0,1,3,0,1,0
2019,서초구,52,75,11,19,9,7,8,8,0,4,1,0,1,0,2,0
2019,서초구,53,72,10,15,11,6,11,9,0,0,0,1,2,0,0,0
2019,서초구,54,61,8,13,9,4,7,6,0,2,0,0,5,1,0,0
2019,서초구,55,70,9,18,11,12,10,9,0,0,1,1,5,0,0,0
2019,서초구,56,90,11,17,13,6,11,5,0,1,1,0,1,0,2,0
2019,서초구,57,99,12,23,14,2,10,8,0,0,1,0,3,0,1,0
2019,서초구,58,95,17,23,14,4,7,9,0,0,0,2,2,0,0,0
2019,서초구,59,94,18,34,20,1,11,11,0,3,1,2,8,1,1,0
2019,서초구,60,111,17,20,26,3,16,24,0,1,1,3,4,0,0,0
2019,서초구,61,121,21,27,23,6,10,16,0,1,4,2,9,1,0,0
2019,서초구,62,126,14,40,21,5,12,12,0,1,0,0,1,1,0,0
2019,서초구,63,104,17,33,26,1,8,19,0,0,0,2,3,2,1,0
2019,서초구,64,116,27,32,26,4,12,16,0,1,0,2,6,0,0,0
2019,서초구,65,97,16,15,28,2,11,18,0,1,1,2,5,1,1,0
2019,서초구,66,105,18,32,33,6,5,15,0,1,3,0,6,0,1,0
2019,서초구,67,114,22,21,30,3,2,19,0,2,0,2,3,1,3,0
2019,서초구,68,81,25,22,29,0,6,14,0,2,2,2,5,0,0,0
2019,서초구,69,111,25,33,28,3,2,3,0,2,0,2,4,0,0,0
2019,서초구,70,107,39,30,33,0,3,9,0,3,2,1,3,0,0,0
2019,서초구,71,134,36,33,34,0,3,15,0,2,3,2,3,1,1,0
2019,서초구,72,130,53,33,41,0,3,14,0,2,3,2,3,0,0,0
2019,서초구,73,111,41,31,34,1,7,8,0,0,6,2,9,0,0,1
2019,서초구,74,101,30,30,36,2,3,13,0,0,0,0,0,0,2,0
2019,서초구,75,104,35,29,31,2,2,13,0,3,1,1,3,0,1,0
2019,서초구,76,88,53,24,34,1,1,17,0,2,2,6,6,0,0,0
2019,서초구,77,116,42,25,33,1,1,13,0,4,3,3,1,0,1,0
2019,서초구,78,96,58,22,39,1,0,13,0,2,1,1,0,0,0,0
2019,서초구,79,94,46,22,38,1,2,12,0,2,3,2,2,0,0,0
2019,서초구,80,67,50,25,23,0,0,9,0,2,2,0,1,0,1,0
2019,서초구,81,59,46,16,27,0,1,12,0,1,3,1,0,0,1,0
2019,서초구,82,65,46,16,19,1,1,6,0,1,3,0,0,0,0,0
2019,서초구,83,63,37,17,33,0,0,8,0,0,4,2,0,0,0,0
2019,서초구,84,80,57,15,30,0,1,7,0,0,3,0,0,0,1,0
2019,서초구,85,46,45,13,21,0,1,4,0,1,0,1,0,0,0,0
2019,서초구,86,42,32,12,18,1,0,4,0,0,0,0,0,0,0,0
2019,서초구,87,29,41,11,14,0,0,4,0,0,2,3,0,0,0,0
2019,서초구,88,35,19,8,16,0,0,1,0,0,3,0,0,0,0,0
2019,서초구,89,25,30,7,7,0,0,1,0,0,1,0,0,0,0,0
2019,서초구,90,21,21,4,16,0,0,1,0,0,1,0,0,0,0,0
2019,서초구,91,15,17,12,7,0,0,2,0,0,3,0,0,0,1,0
2019,서초구,92,11,18,5,9,0,0,0,0,0,2,0,0,0,0,0
2019,서초구,93,8,16,3,4,0,0,0,0,1,0,0,0,0,0,0
2019,서초구,94,5,9,3,3,0,0,1,0,0,0,1,0,0,0,0
2019,서초구,95,5,9,1,3,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,96,5,11,4,2,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,97,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,98,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,99,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,100,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2019,서초구,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,99,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,97,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,95,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,94,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0
2019,성동구,93,5,5,1,3,0,0,0,0,0,1,0,0,0,0,0
2019,성동구,92,9,10,7,7,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,91,20,23,2,7,0,0,0,0,0,1,0,0,0,0,0
2019,성동구,90,23,26,2,5,0,0,0,0,1,1,0,0,0,0,0
2019,성동구,89,21,30,4,10,0,0,1,0,0,2,0,0,0,0,1
2019,성동구,88,32,29,6,10,0,0,2,0,0,0,0,0,0,0,0
2019,성동구,87,44,32,11,10,0,0,3,0,0,3,0,0,0,1,0
2019,성동구,86,56,27,10,16,0,0,1,0,1,1,0,0,0,0,0
2019,성동구,85,77,53,13,19,0,0,2,0,1,2,0,0,0,0,0
2019,성동구,84,86,41,20,12,1,1,3,0,0,1,2,0,0,0,0
2019,성동구,83,97,53,17,18,0,1,5,0,0,1,2,0,1,2,0
2019,성동구,82,116,73,22,16,0,0,6,0,1,1,1,0,0,0,0
2019,성동구,81,126,57,18,38,1,0,2,0,1,1,1,1,0,0,0
2019,성동구,80,113,55,23,29,0,3,7,0,2,5,2,0,0,0,0
2019,성동구,79,120,52,25,27,0,0,6,0,1,1,6,1,0,0,0
2019,성동구,78,142,60,30,34,0,1,7,0,2,4,2,0,0,0,0
2019,성동구,77,179,71,39,44,1,2,11,0,2,4,2,1,0,1,0
2019,성동구,76,144,51,35,41,3,0,6,0,2,6,3,1,0,1,0
2019,성동구,75,141,49,32,43,0,2,11,0,1,6,3,0,0,2,0
2019,성동구,74,108,31,27,32,2,3,10,0,1,1,3,1,0,1,0
2019,성동구,73,121,35,25,38,0,4,9,0,2,4,4,2,0,3,0
2019,성동구,72,147,49,34,48,1,1,16,0,3,5,5,2,0,1,0
2019,성동구,71,145,38,34,25,2,3,10,0,2,1,4,2,0,1,0
2019,성동구,70,161,28,34,33,1,1,13,0,2,1,3,1,0,1,0
2019,성동구,69,139,24,19,23,1,7,5,0,2,5,4,3,0,1,0
2019,성동구,68,111,25,17,23,1,6,10,0,1,1,10,2,0,0,0
2019,성동구,67,150,23,28,37,3,11,13,0,1,1,2,5,0,0,0
2019,성동구,66,114,28,25,26,10,6,10,0,3,1,4,1,2,0,1
2019,성동구,65,141,24,26,41,1,5,11,0,1,2,1,6,1,1,1
2019,성동구,64,132,25,35,27,4,9,10,0,2,1,4,1,0,0,0
2019,성동구,63,148,26,26,28,8,12,17,0,4,2,5,5,3,2,0
2019,성동구,62,157,32,21,25,2,15,8,0,3,6,3,4,1,0,0
2019,성동구,61,158,27,31,30,6,17,20,0,1,0,2,2,1,1,1
2019,성동구,60,126,21,29,23,5,15,18,0,4,2,4,2,1,0,1
2019,성동구,59,167,24,30,31,7,17,18,0,5,2,1,3,0,0,0
2019,성동구,58,146,28,25,25,7,17,15,0,2,2,1,4,3,1,1
2019,성동구,57,123,19,20,21,6,15,12,0,2,0,0,2,0,1,1
2019,성동구,56,129,20,24,21,5,14,14,0,3,1,2,3,1,0,0
2019,성동구,55,98,18,33,22,5,11,7,0,5,0,1,2,0,1,1
2019,성동구,54,87,16,12,14,10,10,10,0,2,0,0,1,0,0,0
2019,성동구,53,95,11,21,15,9,12,9,0,0,1,2,0,1,1,2
2019,성동구,52,90,14,17,11,12,18,5,0,2,0,2,1,1,0,0
2019,성동구,51,81,14,18,18,12,17,12,0,2,1,0,2,0,0,0
2019,성동구,50,78,9,24,9,9,20,5,0,2,1,0,5,0,0,0
2019,성동구,49,56,11,13,11,9,16,15,0,4,0,0,4,2,0,0
2019,성동구,48,61,7,21,7,13,19,13,0,2,1,1,0,1,0,2
2019,성동구,47,57,9,20,11,7,11,7,0,1,0,0,1,1,1,0
2019,성동구,46,47,8,11,6,11,19,3,0,0,0,0,2,0,0,2
2019,성동구,45,52,6,22,5,11,4,6,0,2,0,0,0,2,0,0
2019,성동구,44,40,6,10,7,10,8,8,0,1,0,0,0,2,1,0
2019,성동구,43,46,9,13,3,10,5,4,0,1,0,0,0,2,1,0
2019,성동구,42,38,6,11,1,11,10,6,0,0,0,0,0,1,1,0
2019,성동구,41,25,3,11,3,8,5,1,1,0,0,0,0,0,0,0
2019,성동구,40,31,5,5,7,15,6,6,0,0,0,0,0,2,0,0
2019,성동구,39,27,3,6,7,10,7,6,0,0,1,1,0,4,0,0
2019,성동구,38,41,7,9,5,8,7,4,0,0,0,1,0,0,0,0
2019,성동구,37,27,3,5,8,17,5,3,0,1,0,0,0,1,0,0
2019,성동구,36,24,4,9,2,7,7,2,0,0,0,0,1,1,0,0
2019,성동구,35,21,1,3,1,12,4,3,1,0,0,0,0,1,0,0
2019,성동구,34,16,6,8,2,12,3,0,2,1,1,0,0,0,0,0
2019,성동구,33,14,2,5,1,9,0,1,1,0,0,0,0,0,0,0
2019,성동구,32,18,4,6,2,16,1,2,3,0,0,0,0,0,0,0
2019,성동구,31,13,3,5,6,10,5,0,6,0,0,0,0,1,1,0
2019,성동구,30,8,4,2,4,15,3,1,1,0,0,0,0,0,0,0
2019,성동구,29,9,3,8,2,22,0,0,3,0,0,0,0,0,1,0
2019,성동구,28,3,1,5,4,17,3,3,4,1,0,0,0,0,0,0
2019,성동구,27,12,3,4,5,13,3,2,5,0,0,0,0,0,0,0
2019,성동구,26,9,3,0,3,12,3,2,4,1,0,0,0,0,0,0
2019,성동구,25,8,2,2,5,19,2,1,4,0,0,0,0,0,1,0
2019,성동구,24,9,5,3,5,20,2,0,10,0,0,0,0,0,0,0
2019,성동구,23,8,3,2,6,33,0,1,7,1,0,0,0,0,1,0
2019,성동구,22,4,2,0,6,22,0,1,9,0,0,0,0,0,0,0
2019,성동구,21,3,2,3,4,25,0,0,6,0,0,0,0,0,1,0
2019,성동구,20,5,1,3,3,19,1,0,8,1,0,0,0,0,0,0
2019,성동구,19,2,3,2,3,19,1,0,8,2,0,0,0,0,3,0
2019,성동구,18,2,2,4,4,15,0,0,8,0,0,0,0,0,1,0
2019,성동구,17,2,2,1,1,16,0,0,6,1,0,0,0,0,0,0
2019,성동구,16,2,0,0,3,12,0,0,3,0,0,0,0,0,0,0
2019,성동구,15,0,0,0,1,10,0,0,3,0,0,0,0,1,0,0
2019,성동구,14,0,0,1,2,11,0,0,2,0,0,0,1,0,0,0
2019,성동구,13,0,0,1,2,7,0,0,5,0,0,0,2,0,0,0
2019,성동구,12,0,2,1,2,11,0,0,6,1,0,0,0,0,0,0
2019,성동구,11,1,0,0,1,6,0,0,7,1,0,0,0,1,0,0
2019,성동구,10,0,0,0,0,4,0,0,8,0,0,0,0,0,1,0
2019,성동구,9,0,0,0,1,12,0,0,5,2,0,0,0,0,0,0
2019,성동구,8,0,3,0,4,7,0,0,12,1,0,0,0,0,0,0
2019,성동구,7,0,2,1,1,6,0,0,8,0,0,0,0,0,0,1
2019,성동구,6,1,1,0,1,9,0,0,9,1,0,0,0,0,0,0
2019,성동구,5,2,0,0,7,4,0,0,4,5,0,0,0,0,0,0
2019,성동구,4,0,0,0,4,2,0,0,4,1,0,0,0,0,0,0
2019,성동구,3,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0
2019,성동구,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2019,성동구,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,성북구,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,98,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,97,1,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,96,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,95,1,9,0,4,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,94,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,93,4,23,2,4,0,0,0,0,0,1,0,0,0,0,0
2019,성북구,92,20,22,7,7,0,0,1,0,1,0,0,0,0,0,0
2019,성북구,91,26,25,8,11,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,90,22,48,12,8,0,0,1,0,0,0,0,0,0,0,0
2019,성북구,89,40,45,10,13,0,0,4,0,0,1,0,0,0,0,0
2019,성북구,88,41,45,16,7,0,1,0,0,0,2,0,0,0,0,0
2019,성북구,87,53,65,16,17,0,0,0,0,1,2,1,0,0,0,0
2019,성북구,86,68,57,20,24,0,0,6,0,1,2,0,0,0,0,0
2019,성북구,85,98,63,22,18,1,0,8,0,3,2,1,0,0,0,0
2019,성북구,84,124,82,32,39,1,0,10,0,1,4,0,0,0,2,0
2019,성북구,83,142,85,23,34,1,1,11,0,0,2,3,1,0,0,0
2019,성북구,82,167,93,32,40,2,0,10,0,0,2,1,1,0,0,0
2019,성북구,81,166,98,42,47,1,0,10,0,2,5,1,0,0,0,0
2019,성북구,80,181,90,42,57,2,1,9,0,1,1,1,0,0,2,0
2019,성북구,79,183,95,37,59,1,1,17,0,3,3,3,0,0,2,0
2019,성북구,78,236,90,45,44,1,6,9,0,3,7,5,1,0,1,0
2019,성북구,77,254,118,69,99,1,3,24,0,4,5,3,1,0,0,0
2019,성북구,76,231,95,60,52,1,1,21,0,4,1,5,0,0,2,0
2019,성북구,75,211,76,34,58,2,3,10,0,4,4,1,3,0,2,1
2019,성북구,74,206,74,46,39,2,1,14,0,0,3,2,3,0,2,0
2019,성북구,73,202,70,46,46,3,4,13,0,2,2,2,0,0,3,0
2019,성북구,72,221,68,76,50,2,6,20,0,4,1,3,8,2,0,0
2019,성북구,71,224,60,43,69,2,6,25,0,1,8,2,3,0,1,0
2019,성북구,70,242,54,51,41,3,5,26,0,1,6,6,5,0,0,0
2019,성북구,69,196,47,40,43,4,5,18,0,2,2,4,5,1,0,0
2019,성북구,68,149,37,31,41,3,6,14,0,4,3,2,2,0,0,1
2019,성북구,67,221,42,46,46,4,9,18,0,9,6,5,4,1,0,0
2019,성북구,66,194,39,38,38,5,12,15,0,3,3,3,5,1,0,0
2019,성북구,65,220,26,47,37,5,13,17,0,3,1,5,4,0,2,1
2019,성북구,64,215,39,34,50,6,9,23,0,3,3,4,6,1,0,1
2019,성북구,63,205,35,43,47,8,24,24,0,2,0,1,5,1,0,0
2019,성북구,62,231,43,39,31,7,17,21,0,5,1,1,7,0,0,0
2019,성북구,61,230,31,42,38,8,18,18,0,5,0,2,1,0,2,1
2019,성북구,60,218,23,37,43,5,20,30,0,5,5,1,4,2,1,1
2019,성북구,59,204,36,43,41,5,24,20,0,8,4,1,5,2,0,1
2019,성북구,58,178,28,44,31,9,23,22,0,1,1,1,3,4,1,0
2019,성북구,57,159,26,48,24,5,13,19,0,1,0,1,7,0,0,0
2019,성북구,56,136,24,21,22,8,23,17,0,2,4,3,7,1,0,0
2019,성북구,55,148,19,35,25,6,23,15,0,4,3,1,1,1,1,1
2019,성북구,54,126,29,32,22,13,23,17,0,1,1,1,1,1,0,0
2019,성북구,53,160,18,35,10,9,22,19,0,1,1,1,5,0,1,0
2019,성북구,52,129,9,29,18,11,23,16,0,4,0,0,7,3,1,0
2019,성북구,51,125,18,29,20,13,30,22,0,0,0,0,4,1,0,0
2019,성북구,50,113,11,24,16,12,21,14,0,4,0,1,1,4,0,2
2019,성북구,49,108,18,27,10,18,22,17,0,3,2,0,2,2,0,1
2019,성북구,48,106,11,37,21,19,28,12,0,1,2,1,2,2,0,0
2019,성북구,47,97,6,33,15,15,33,7,0,4,0,1,3,1,1,2
2019,성북구,46,85,10,26,12,20,20,22,1,2,1,0,0,1,0,2
2019,성북구,45,72,10,26,8,16,19,10,0,1,1,1,2,0,0,1
2019,성북구,44,77,5,12,6,17,17,14,0,3,0,0,1,0,0,0
2019,성북구,43,69,9,18,13,8,10,7,1,0,1,0,1,0,0,1
2019,성북구,42,45,14,17,9,19,11,8,0,4,0,0,0,0,0,0
2019,성북구,41,54,5,21,14,11,11,5,0,3,0,0,1,2,1,0
2019,성북구,40,56,7,12,11,18,12,5,1,3,0,0,1,1,0,0
2019,성북구,39,40,13,11,6,22,8,7,1,0,0,0,0,1,0,0
2019,성북구,38,44,11,16,7,19,11,8,1,0,1,0,0,1,0,0
2019,성북구,37,43,5,13,10,23,5,6,3,1,1,0,0,0,0,0
2019,성북구,36,27,6,12,7,29,6,5,0,0,0,0,1,2,1,0
2019,성북구,35,15,4,6,10,16,4,3,1,0,0,0,2,0,0,0
2019,성북구,34,18,5,6,3,12,8,3,0,0,0,0,2,0,0,0
2019,성북구,33,18,4,8,10,17,3,1,1,0,0,0,0,0,0,0
2019,성북구,32,15,5,5,4,18,6,3,2,0,0,0,0,1,0,0
2019,성북구,31,11,8,3,3,12,3,2,5,0,0,0,0,0,1,0
2019,성북구,30,14,3,7,3,22,3,2,3,0,0,0,0,1,0,0
2019,성북구,29,9,4,7,2,19,4,0,3,1,1,0,0,0,0,0
2019,성북구,28,8,6,4,5,23,2,1,8,0,0,0,1,0,0,0
2019,성북구,27,11,6,2,7,33,1,3,3,0,0,0,1,2,1,0
2019,성북구,26,12,6,4,6,34,4,1,3,2,1,1,1,1,0,1
2019,성북구,25,14,2,5,8,34,4,1,5,0,0,0,0,0,0,0
2019,성북구,24,9,3,9,6,24,1,2,7,0,0,0,1,1,1,0
2019,성북구,23,4,5,4,9,23,0,0,8,0,0,0,0,0,0,0
2019,성북구,22,8,5,3,7,32,1,2,6,0,0,0,0,1,1,0
2019,성북구,21,4,6,6,9,25,0,0,10,0,0,0,0,0,0,0
2019,성북구,20,10,4,8,7,29,0,1,10,0,1,0,1,0,0,0
2019,성북구,19,3,6,1,11,39,0,1,12,0,1,0,0,0,0,0
2019,성북구,18,1,2,1,10,21,0,1,5,2,0,0,0,0,1,0
2019,성북구,17,5,2,1,5,25,0,0,7,0,0,0,0,0,0,0
2019,성북구,16,1,2,2,5,15,0,0,8,0,0,0,0,1,0,0
2019,성북구,15,4,2,6,4,15,0,0,5,3,0,0,0,0,0,0
2019,성북구,14,3,3,1,9,19,0,0,10,0,0,0,0,0,0,0
2019,성북구,13,2,2,1,3,13,0,0,4,0,0,0,0,0,1,0
2019,성북구,12,2,2,0,1,16,0,0,9,1,0,0,0,1,1,0
2019,성북구,11,0,0,0,4,16,0,0,8,0,0,0,0,0,0,0
2019,성북구,10,1,0,0,5,16,0,0,7,0,0,0,1,0,0,0
2019,성북구,9,2,0,0,3,15,0,0,16,1,0,0,0,0,0,0
2019,성북구,8,0,2,1,4,18,0,2,11,1,0,0,1,1,0,0
2019,성북구,7,2,5,0,8,17,0,0,9,1,0,0,0,0,0,0
2019,성북구,6,1,2,0,5,10,0,0,11,4,0,0,0,0,0,0
2019,성북구,5,1,2,1,8,3,0,0,6,2,0,0,0,0,0,0
2019,성북구,4,0,3,0,6,4,0,0,3,5,0,0,1,0,0,0
2019,성북구,3,1,0,1,3,0,0,0,0,3,0,0,0,0,0,0
2019,성북구,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2019,성북구,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,2,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2019,송파구,3,0,4,0,6,5,0,0,3,4,0,0,0,0,0,0
2019,송파구,4,0,4,0,7,7,0,0,7,7,0,0,0,0,0,0
2019,송파구,5,0,1,1,7,7,0,0,17,4,0,0,0,1,0,0
2019,송파구,6,3,2,0,8,11,0,0,26,4,0,0,0,0,0,0
2019,송파구,7,2,0,1,4,24,0,0,20,4,1,0,1,0,0,0
2019,송파구,8,2,1,1,6,20,0,0,26,3,0,0,1,0,0,0
2019,송파구,9,1,2,1,7,21,0,0,20,0,0,0,0,0,1,0
2019,송파구,10,1,2,1,6,20,0,0,18,0,0,0,0,0,0,0
2019,송파구,11,1,3,0,2,18,0,0,17,1,0,1,1,0,0,0
2019,송파구,12,3,2,0,6,23,0,0,23,0,0,0,1,0,0,0
2019,송파구,13,1,0,1,5,22,0,1,10,0,0,0,0,0,0,0
2019,송파구,14,4,0,3,4,20,0,1,13,0,0,1,0,0,0,0
2019,송파구,15,4,2,2,5,20,0,0,13,0,0,0,0,1,0,0
2019,송파구,16,4,4,3,6,28,0,0,10,0,0,0,0,0,0,0
2019,송파구,17,5,3,2,6,25,1,0,19,0,0,0,1,0,1,0
2019,송파구,18,7,2,7,4,38,0,2,17,0,1,0,0,0,0,0
2019,송파구,19,9,2,1,8,44,0,1,27,0,0,0,0,1,1,0
2019,송파구,20,10,4,9,12,36,0,0,26,0,0,0,0,0,0,0
2019,송파구,21,7,7,2,5,53,0,2,26,1,0,0,0,2,0,1
2019,송파구,22,7,9,3,11,39,2,0,26,0,0,0,0,1,1,0
2019,송파구,23,17,4,2,9,34,1,3,21,0,0,0,2,1,0,0
2019,송파구,24,14,5,4,8,43,4,1,28,1,0,1,2,2,1,0
2019,송파구,25,17,3,5,4,43,3,2,25,0,0,0,1,1,0,0
2019,송파구,26,22,9,11,7,30,4,2,23,0,0,0,0,0,1,0
2019,송파구,27,24,6,5,8,42,6,0,15,0,1,0,0,0,0,0
2019,송파구,28,18,4,8,7,33,5,2,16,0,0,0,0,1,0,0
2019,송파구,29,23,12,6,6,26,9,3,22,0,1,0,0,0,0,0
2019,송파구,30,20,1,6,3,33,4,4,30,0,0,0,0,0,0,0
2019,송파구,31,33,8,11,7,30,11,2,27,0,0,0,0,0,1,0
2019,송파구,32,17,5,8,8,29,5,2,14,0,1,0,0,2,1,1
2019,송파구,33,34,5,10,9,41,7,6,10,0,0,0,0,1,0,0
2019,송파구,34,40,2,13,6,38,5,5,7,0,0,0,0,2,0,0
2019,송파구,35,40,6,12,7,29,14,4,3,0,2,1,0,0,0,1
2019,송파구,36,61,10,19,10,39,11,3,5,2,0,0,0,1,0,0
2019,송파구,37,58,10,25,18,35,11,15,7,1,0,1,0,0,0,0
2019,송파구,38,53,8,15,19,33,10,8,4,1,0,1,1,2,0,0
2019,송파구,39,74,10,19,8,31,13,12,4,1,0,1,0,0,0,0
2019,송파구,40,60,8,22,9,27,8,12,2,1,1,0,0,1,1,0
2019,송파구,41,58,8,15,4,24,11,9,1,1,1,0,1,2,0,0
2019,송파구,42,73,8,29,15,22,18,11,1,1,0,0,0,0,1,0
2019,송파구,43,99,5,20,17,20,17,9,0,1,0,1,0,1,0,1
2019,송파구,44,79,16,11,15,24,12,12,0,0,0,0,1,1,0,0
2019,송파구,45,100,17,35,10,21,12,11,1,0,0,0,0,1,0,1
2019,송파구,46,92,10,31,8,30,24,18,0,2,1,0,4,0,1,0
2019,송파구,47,121,12,34,19,26,25,13,0,1,0,0,3,2,0,0
2019,송파구,48,110,13,28,16,22,18,15,0,0,0,1,3,2,1,0
2019,송파구,49,123,8,29,17,23,22,18,0,4,3,0,1,0,0,1
2019,송파구,50,139,12,45,13,17,18,21,0,3,0,0,4,3,0,1
2019,송파구,51,151,22,32,16,20,18,23,0,2,0,0,2,2,0,0
2019,송파구,52,179,18,31,13,8,18,20,0,2,1,0,2,0,0,0
2019,송파구,53,166,13,29,22,8,20,17,0,3,1,2,3,3,0,0
2019,송파구,54,160,26,37,28,17,22,23,0,2,2,3,8,2,0,0
2019,송파구,55,192,23,46,37,12,22,25,0,4,1,1,3,1,0,0
2019,송파구,56,175,24,34,35,9,27,28,0,3,3,2,5,1,0,0
2019,송파구,57,222,24,39,32,15,20,13,0,1,2,4,3,2,1,1
2019,송파구,58,244,28,48,45,6,19,20,0,2,2,2,5,2,0,1
2019,송파구,59,258,27,47,49,7,14,32,0,2,7,1,8,1,1,0
2019,송파구,60,240,34,38,59,11,20,37,0,5,4,4,12,0,0,0
2019,송파구,61,227,31,45,50,9,18,27,0,5,3,4,7,0,4,0
2019,송파구,62,247,40,50,57,11,14,38,0,6,4,3,7,1,0,0
2019,송파구,63,228,32,49,45,4,15,31,0,0,7,3,11,1,3,1
2019,송파구,64,293,52,51,54,11,12,40,0,3,3,5,6,2,2,1
2019,송파구,65,225,48,46,56,4,12,32,0,4,3,9,5,2,4,0
2019,송파구,66,213,38,44,47,7,7,27,0,6,3,1,6,2,2,0
2019,송파구,67,253,69,63,63,1,15,27,0,6,5,9,11,0,2,1
2019,송파구,68,196,46,47,41,6,9,19,0,1,3,2,6,1,2,0
2019,송파구,69,217,42,40,52,2,3,29,0,5,4,3,6,0,1,0
2019,송파구,70,227,62,61,72,5,3,25,0,4,7,8,8,1,5,0
2019,송파구,71,230,62,49,61,3,5,24,0,4,2,5,5,0,1,0
2019,송파구,72,220,94,54,72,2,2,26,0,7,6,5,7,1,4,0
2019,송파구,73,186,68,48,65,5,6,27,0,4,8,3,8,0,3,0
2019,송파구,74,169,64,43,62,2,0,16,0,5,3,7,1,0,1,0
2019,송파구,75,185,101,38,69,1,1,21,0,4,4,4,3,0,1,0
